GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC35,HC02_VC35,HC03_VC35,HC04_VC35,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC103,HC02_VC103,HC03_VC103,HC04_VC103,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104
0500000US48079,48079,"Cochran County, Texas",2932,*****,2932,(X),1440,37,49.1,1.3,2091,23,2091,(X),97.8,4.0,(X),(X),438,14,438,(X),88.0,3.6,(X),(X),2804,53,95.6,1.8,2932,*****,2932,(X),1672,*****,57.0,*****,1594,40,54.4,1.4,1260,*****,43.0,*****,1104,13,37.7,1.4,77,30,2.6,1.0,6,8,0.2,0.3,0,13,0.0,1.4,0,13,0.0,1.4,0,13,0.0,1.4
0500000US48081,48081,"Coke County, Texas",3238,*****,3238,(X),1629,48,50.3,1.5,2575,*****,2575,(X),93.8,3.2,(X),(X),864,36,864,(X),82.7,6.2,(X),(X),3215,24,99.3,0.7,3238,*****,3238,(X),682,*****,21.1,*****,579,86,17.9,2.7,2556,*****,78.9,*****,2490,27,76.9,0.8,21,11,0.6,0.3,20,16,0.6,0.5,5,6,0.2,0.2,0,13,0.0,1.2,0,13,0.0,1.2
0500000US48083,48083,"Coleman County, Texas",8422,*****,8422,(X),4140,106,49.2,1.3,6589,28,6589,(X),102.9,2.4,(X),(X),1872,54,1872,(X),100.9,7.2,(X),(X),8282,116,98.3,1.4,8422,*****,8422,(X),1465,*****,17.4,*****,1408,57,16.7,0.7,6957,*****,82.6,*****,6512,19,77.3,0.5,231,71,2.7,0.8,64,32,0.8,0.4,70,18,0.8,0.2,0,19,0.0,0.5,0,19,0.0,0.5
0500000US48085,48085,"Collin County, Texas",914075,*****,914075,(X),465160,52,50.9,0.1,668271,*****,668271,(X),94.0,0.1,(X),(X),92047,25,92047,(X),78.4,0.1,(X),(X),885204,1809,96.8,0.2,914075,*****,914075,(X),137871,*****,15.1,*****,105654,2136,11.6,0.2,776204,*****,84.9,*****,540387,576,59.1,0.1,84259,787,9.2,0.1,2858,284,0.3,0.1,123495,1083,13.5,0.1,568,97,0.1,0.1,2377,691,0.3,0.1
0500000US48087,48087,"Collingsworth County, Texas",3026,*****,3026,(X),1518,69,50.2,2.3,2289,72,2289,(X),98.7,9.9,(X),(X),557,64,557,(X),67.8,12.7,(X),(X),2940,67,97.2,2.2,3026,*****,3026,(X),946,121,31.3,4.0,900,132,29.7,4.4,2080,121,68.7,4.0,1824,125,60.3,4.1,105,46,3.5,1.5,129,72,4.3,2.4,4,7,0.1,0.2,0,13,0.0,1.3,0,13,0.0,1.3
0500000US48089,48089,"Colorado County, Texas",20913,*****,20913,(X),10426,161,49.9,0.8,16020,28,16020,(X),98.0,0.3,(X),(X),4175,133,4175,(X),85.7,2.7,(X),(X),20658,109,98.8,0.5,20913,*****,20913,(X),6045,*****,28.9,*****,5765,201,27.6,1.0,14868,*****,71.1,*****,11918,66,57.0,0.3,2727,47,13.0,0.2,30,47,0.1,0.2,14,38,0.1,0.2,0,25,0.0,0.2,0,25,0.0,0.2
0500000US48091,48091,"Comal County, Texas",129100,*****,129100,(X),65368,131,50.6,0.1,99358,*****,99358,(X),95.2,0.2,(X),(X),22615,92,22615,(X),88.0,1.0,(X),(X),126362,443,97.9,0.3,129100,*****,129100,(X),34565,*****,26.8,*****,31150,810,24.1,0.6,94535,*****,73.2,*****,88661,182,68.7,0.1,2547,191,2.0,0.1,124,86,0.1,0.1,1344,147,1.0,0.1,44,36,0.0,0.1,132,181,0.1,0.1
0500000US48093,48093,"Comanche County, Texas",13492,*****,13492,(X),6782,65,50.3,0.5,10447,19,10447,(X),96.3,1.2,(X),(X),3213,78,3213,(X),86.8,3.9,(X),(X),13369,73,99.1,0.5,13492,*****,13492,(X),3677,*****,27.3,*****,3410,189,25.3,1.4,9815,*****,72.7,*****,9504,2,70.4,0.1,90,52,0.7,0.4,62,55,0.5,0.4,81,49,0.6,0.4,0,21,0.0,0.3,1,2,0.0,0.1
0500000US48095,48095,"Concho County, Texas",3858,*****,3858,(X),1236,126,32.0,3.3,3315,*****,3315,(X),221.8,32.0,(X),(X),667,43,667,(X),108.4,9.6,(X),(X),3841,19,99.6,0.5,3858,*****,3858,(X),2046,*****,53.0,*****,1946,49,50.4,1.3,1812,*****,47.0,*****,1731,41,44.9,1.1,26,25,0.7,0.6,4,8,0.1,0.2,38,22,1.0,0.6,0,13,0.0,1.0,0,13,0.0,1.0
0500000US48097,48097,"Cooke County, Texas",39064,*****,39064,(X),19706,103,50.4,0.3,29640,*****,29640,(X),95.8,0.9,(X),(X),6979,127,6979,(X),82.8,3.2,(X),(X),37959,268,97.2,0.7,39064,*****,39064,(X),6774,*****,17.3,*****,5746,351,14.7,0.9,32290,*****,82.7,*****,29844,28,76.4,0.1,976,179,2.5,0.5,259,93,0.7,0.2,337,34,0.9,0.1,60,76,0.2,0.2,25,45,0.1,0.1
0500000US48099,48099,"Coryell County, Texas",75818,*****,75818,(X),37897,72,50.0,0.1,57500,*****,57500,(X),98.8,0.3,(X),(X),6943,34,6943,(X),76.7,1.7,(X),(X),69754,646,92.0,0.9,75818,*****,75818,(X),13459,*****,17.8,*****,9450,476,12.5,0.6,62359,*****,82.2,*****,45085,48,59.5,0.1,10391,501,13.7,0.7,456,204,0.6,0.3,1338,213,1.8,0.3,560,51,0.7,0.1,25,33,0.0,0.1
0500000US48101,48101,"Cottle County, Texas",1498,121,1498,(X),740,93,49.4,5.2,1097,101,1097,(X),83.4,18.3,(X),(X),384,94,384,(X),86.4,27.9,(X),(X),1469,116,98.1,1.6,1498,121,1498,(X),490,161,32.7,10.0,475,162,31.7,10.1,1008,158,67.3,10.0,803,152,53.6,10.1,153,100,10.2,6.6,5,7,0.3,0.4,0,13,0.0,2.6,0,13,0.0,2.6,32,51,2.1,3.4
0500000US48103,48103,"Crane County, Texas",4836,*****,4836,(X),2321,74,48.0,1.5,3316,70,3316,(X),101.5,4.5,(X),(X),552,70,552,(X),74.7,13.2,(X),(X),4772,64,98.7,1.3,4836,*****,4836,(X),3036,*****,62.8,*****,2973,49,61.5,1.0,1800,*****,37.2,*****,1591,13,32.9,0.8,201,11,4.2,0.2,3,8,0.1,0.2,0,13,0.0,0.8,0,13,0.0,0.8,0,13,0.0,0.8
0500000US48105,48105,"Crockett County, Texas",3836,144,3836,(X),1933,161,50.4,3.9,2834,161,2834,(X),93.8,11.7,(X),(X),543,136,543,(X),63.1,23.5,(X),(X),3836,144,100.0,1.0,3836,144,3836,(X),2537,236,66.1,5.4,2476,249,64.5,5.8,1299,207,33.9,5.4,1264,203,33.0,5.3,35,36,0.9,0.9,0,13,0.0,1.0,0,13,0.0,1.0,0,13,0.0,1.0,0,13,0.0,1.0
0500000US48107,48107,"Crosby County, Texas",5895,*****,5895,(X),2977,42,50.5,0.7,4275,13,4275,(X),95.7,2.5,(X),(X),1015,22,1015,(X),77.8,1.6,(X),(X),5796,58,98.3,1.0,5895,*****,5895,(X),3266,*****,55.4,*****,3059,118,51.9,2.0,2629,*****,44.6,*****,2358,19,40.0,0.7,218,43,3.7,0.7,0,19,0.0,0.7,0,19,0.0,0.7,0,19,0.0,0.7,0,19,0.0,0.7
0500000US48109,48109,"Culberson County, Texas",2257,*****,2257,(X),1095,101,48.5,4.5,1728,111,1728,(X),109.2,21.5,(X),(X),444,121,444,(X),128.9,40.5,(X),(X),2227,41,98.7,1.8,2257,*****,2257,(X),1821,131,80.7,5.8,1812,130,80.3,5.8,436,131,19.3,5.8,392,124,17.4,5.5,8,9,0.4,0.4,0,13,0.0,1.8,6,11,0.3,0.5,0,13,0.0,1.8,0,13,0.0,1.8
0500000US48111,48111,"Dallam County, Texas",7207,*****,7207,(X),3327,159,46.2,2.2,4999,28,4999,(X),109.3,2.2,(X),(X),775,43,775,(X),97.2,11.1,(X),(X),6986,150,96.9,2.1,7207,*****,7207,(X),3157,*****,43.8,*****,2855,188,39.6,2.6,4050,*****,56.2,*****,3692,53,51.2,0.7,124,38,1.7,0.5,84,10,1.2,0.1,63,16,0.9,0.2,0,19,0.0,0.6,34,53,0.5,0.7
0500000US48113,48113,"Dallas County, Texas",2552213,*****,2552213,(X),1294462,73,50.7,0.1,1869331,*****,1869331,(X),94.8,0.1,(X),(X),255384,41,255384,(X),74.6,0.1,(X),(X),2483417,2888,97.3,0.1,2552213,*****,2552213,(X),1011374,*****,39.6,*****,852133,4533,33.4,0.2,1540839,*****,60.4,*****,771258,497,30.2,0.1,563220,1981,22.1,0.1,4450,528,0.2,0.1,152045,904,6.0,0.1,1098,134,0.0,0.1,4485,860,0.2,0.1
0500000US48115,48115,"Dawson County, Texas",13095,*****,13095,(X),5821,90,44.5,0.7,9840,21,9840,(X),135.6,3.4,(X),(X),1892,25,1892,(X),73.9,2.7,(X),(X),12779,203,97.6,1.6,13095,*****,13095,(X),7390,*****,56.4,*****,6508,263,49.7,2.0,5705,*****,43.6,*****,4752,17,36.3,0.1,740,41,5.7,0.3,52,29,0.4,0.2,112,21,0.9,0.3,3,6,0.0,0.1,0,21,0.0,0.3
0500000US48117,48117,"Deaf Smith County, Texas",18947,*****,18947,(X),9448,84,49.9,0.4,12934,65,12934,(X),98.0,1.3,(X),(X),2269,23,2269,(X),80.9,2.5,(X),(X),18138,336,95.7,1.8,18947,*****,18947,(X),13574,*****,71.6,*****,12714,308,67.1,1.6,5373,*****,28.4,*****,4914,28,25.9,0.1,148,77,0.8,0.4,51,60,0.3,0.3,94,16,0.5,0.1,22,36,0.1,0.2,22,28,0.1,0.1
0500000US48119,48119,"Delta County, Texas",5172,*****,5172,(X),2620,75,50.7,1.4,4001,44,4001,(X),97.2,5.2,(X),(X),1028,23,1028,(X),85.6,5.0,(X),(X),4965,66,96.0,1.3,5172,*****,5172,(X),357,*****,6.9,*****,290,71,5.6,1.4,4815,*****,93.1,*****,4214,4,81.5,0.1,411,43,7.9,0.8,9,21,0.2,0.4,38,35,0.7,0.7,0,19,0.0,0.8,2,4,0.0,0.1
0500000US48121,48121,"Denton County, Texas",781321,*****,781321,(X),396931,109,50.8,0.1,580112,*****,580112,(X),94.2,0.1,(X),(X),71591,48,71591,(X),80.3,0.1,(X),(X),754981,1744,96.6,0.2,781321,*****,781321,(X),149286,*****,19.1,*****,115093,1910,14.7,0.2,632035,*****,80.9,*****,475452,577,60.9,0.1,70796,1048,9.1,0.1,2289,362,0.3,0.1,60788,758,7.8,0.1,579,75,0.1,0.1,1602,578,0.2,0.1
0500000US48123,48123,"DeWitt County, Texas",20474,*****,20474,(X),9777,142,47.8,0.7,15840,*****,15840,(X),110.8,*****,(X),(X),3860,*****,3860,(X),76.1,*****,(X),(X),20006,229,97.7,1.1,20474,*****,20474,(X),7062,*****,34.5,*****,6686,142,32.7,0.7,13412,*****,65.5,*****,11383,15,55.6,0.1,1852,138,9.0,0.7,0,25,0.0,0.2,1,3,0.0,0.1,0,25,0.0,0.2,0,25,0.0,0.2
0500000US48125,48125,"Dickens County, Texas",2224,*****,2224,(X),1038,54,46.7,2.4,1736,57,1736,(X),113.5,12.1,(X),(X),502,63,502,(X),96.9,16.2,(X),(X),2174,41,97.8,1.8,2224,*****,2224,(X),614,87,27.6,3.9,491,82,22.1,3.7,1610,87,72.4,3.9,1528,92,68.7,4.1,69,33,3.1,1.5,7,9,0.3,0.4,2,3,0.1,0.1,0,13,0.0,1.8,0,13,0.0,1.8
0500000US48127,48127,"Dimmit County, Texas",10822,*****,10822,(X),5538,163,51.2,1.5,7563,*****,7563,(X),96.0,5.5,(X),(X),1593,133,1593,(X),81.2,12.0,(X),(X),10818,7,100.0,0.1,10822,*****,10822,(X),9362,*****,86.5,*****,9105,196,84.1,1.8,1460,*****,13.5,*****,1429,36,13.2,0.3,6,6,0.1,0.1,0,21,0.0,0.4,21,36,0.2,0.3,0,21,0.0,0.4,0,21,0.0,0.4
0500000US48129,48129,"Donley County, Texas",3433,*****,3433,(X),1719,61,50.1,1.8,2747,*****,2747,(X),98.6,4.8,(X),(X),803,26,803,(X),78.0,5.8,(X),(X),3335,31,97.1,0.9,3433,*****,3433,(X),365,*****,10.6,*****,338,25,9.8,0.7,3068,*****,89.4,*****,2809,13,81.8,1.2,126,36,3.7,1.0,23,22,0.7,0.6,16,17,0.5,0.5,0,13,0.0,1.2,0,13,0.0,1.2
0500000US48131,48131,"Duval County, Texas",11434,*****,11434,(X),5543,90,48.5,0.8,8556,105,8556,(X),107.8,3.1,(X),(X),2060,53,2060,(X),87.1,3.4,(X),(X),11405,23,99.7,0.2,11434,*****,11434,(X),10211,*****,89.3,*****,9711,197,84.9,1.7,1223,*****,10.7,*****,1025,100,9.0,0.9,165,87,1.4,0.8,0,21,0.0,0.3,32,44,0.3,0.4,0,21,0.0,0.3,1,2,0.0,0.1
0500000US48133,48133,"Eastland County, Texas",18278,*****,18278,(X),8941,193,48.9,1.1,14520,2,14520,(X),100.7,2.7,(X),(X),3994,122,3994,(X),86.5,8.1,(X),(X),18019,215,98.6,1.2,18278,*****,18278,(X),2923,*****,16.0,*****,2546,289,13.9,1.6,15355,*****,84.0,*****,14595,21,79.9,0.2,411,173,2.2,0.9,76,64,0.4,0.4,44,60,0.2,0.3,0,21,0.0,0.2,0,21,0.0,0.2
0500000US48135,48135,"Ector County, Texas",155744,*****,155744,(X),76946,153,49.4,0.1,109117,*****,109117,(X),101.0,0.2,(X),(X),14793,136,14793,(X),75.9,1.4,(X),(X),151005,772,97.0,0.5,155744,*****,155744,(X),91475,*****,58.7,*****,85080,1409,54.6,0.9,64269,*****,41.3,*****,53705,195,34.5,0.1,6451,361,4.1,0.2,283,105,0.2,0.1,1628,94,1.0,0.1,26,45,0.0,0.1,238,200,0.2,0.1
0500000US48137,48137,"Edwards County, Texas",2111,182,2111,(X),1146,162,54.3,6.6,1796,189,1796,(X),76.8,20.0,(X),(X),601,127,601,(X),102.4,44.9,(X),(X),2111,182,100.0,1.9,2111,182,2111,(X),1201,243,56.9,10.6,1201,243,56.9,10.6,910,235,43.1,10.6,909,234,43.1,10.5,0,13,0.0,1.9,1,3,0.0,0.1,0,13,0.0,1.9,0,13,0.0,1.9,0,13,0.0,1.9
0500000US48139,48139,"Ellis County, Texas",164092,*****,164092,(X),83255,79,50.7,0.1,119675,*****,119675,(X),94.3,0.2,(X),(X),19756,67,19756,(X),80.7,0.5,(X),(X),158293,963,96.5,0.6,164092,*****,164092,(X),41791,*****,25.5,*****,38496,734,23.5,0.4,122301,*****,74.5,*****,102697,74,62.6,0.1,14640,571,8.9,0.3,419,138,0.3,0.1,1104,165,0.7,0.1,68,74,0.0,0.1,156,108,0.1,0.1
0500000US48141,48141,"El Paso County, Texas",834825,*****,834825,(X),425626,286,51.0,0.1,600384,368,600384,(X),93.6,0.1,(X),(X),95067,66,95067,(X),73.6,0.1,(X),(X),815723,1550,97.7,0.2,834825,*****,834825,(X),686173,*****,82.2,*****,651245,2306,78.0,0.3,148652,*****,17.8,*****,103880,185,12.4,0.1,25333,561,3.0,0.1,2344,200,0.3,0.1,8801,476,1.1,0.1,690,431,0.1,0.1,419,191,0.1,0.1
0500000US48143,48143,"Erath County, Texas",41016,*****,41016,(X),20898,185,51.0,0.5,32381,155,32381,(X),92.5,1.5,(X),(X),5666,152,5666,(X),79.4,3.0,(X),(X),39980,346,97.5,0.8,41016,*****,41016,(X),8439,*****,20.6,*****,7361,532,17.9,1.3,32577,*****,79.4,*****,30923,80,75.4,0.2,673,114,1.6,0.3,200,115,0.5,0.3,314,36,0.8,0.1,15,26,0.0,0.1,12,18,0.0,0.1
0500000US48145,48145,"Falls County, Texas",17289,*****,17289,(X),9154,96,52.9,0.6,13575,21,13575,(X),86.4,0.5,(X),(X),2935,8,2935,(X),87.2,0.5,(X),(X),17066,64,98.7,0.4,17289,*****,17289,(X),3939,*****,22.8,*****,3576,118,20.7,0.7,13350,*****,77.2,*****,8909,21,51.5,0.2,4196,53,24.3,0.3,39,31,0.2,0.2,32,37,0.2,0.2,16,26,0.1,0.2,0,21,0.0,0.2
0500000US48147,48147,"Fannin County, Texas",33787,*****,33787,(X),15941,54,47.2,0.2,26650,*****,26650,(X),114.8,0.1,(X),(X),6359,92,6359,(X),92.0,1.9,(X),(X),32835,131,97.2,0.4,33787,*****,33787,(X),3580,*****,10.6,*****,3099,215,9.2,0.6,30207,*****,89.4,*****,26834,31,79.4,0.1,2189,102,6.5,0.3,150,48,0.4,0.1,224,29,0.7,0.1,18,20,0.1,0.1,21,31,0.1,0.1
0500000US48149,48149,"Fayette County, Texas",24963,*****,24963,(X),12775,120,51.2,0.5,19761,26,19761,(X),94.7,0.7,(X),(X),5923,55,5923,(X),85.6,1.9,(X),(X),24699,80,98.9,0.3,24963,*****,24963,(X),5098,*****,20.4,*****,4854,209,19.4,0.8,19865,*****,79.6,*****,17951,13,71.9,0.1,1489,193,6.0,0.8,13,19,0.1,0.1,182,190,0.7,0.8,0,25,0.0,0.2,0,25,0.0,0.2
0500000US48151,48151,"Fisher County, Texas",3875,*****,3875,(X),2008,81,51.8,2.1,3070,93,3070,(X),96.9,8.5,(X),(X),910,83,910,(X),83.8,12.0,(X),(X),3803,33,98.1,0.8,3875,*****,3875,(X),1156,142,29.8,3.7,1004,144,25.9,3.7,2719,142,70.2,3.7,2575,151,66.5,3.9,111,60,2.9,1.5,0,13,0.0,1.0,19,28,0.5,0.7,4,6,0.1,0.2,0,13,0.0,1.0
0500000US48153,48153,"Floyd County, Texas",5953,*****,5953,(X),3042,79,51.1,1.3,4337,*****,4337,(X),95.4,1.8,(X),(X),1101,10,1101,(X),78.7,3.4,(X),(X),5865,47,98.5,0.8,5953,*****,5953,(X),3440,*****,57.8,*****,3291,87,55.3,1.5,2513,*****,42.2,*****,2258,19,37.9,0.7,149,43,2.5,0.7,12,21,0.2,0.3,15,15,0.3,0.3,0,19,0.0,0.7,0,19,0.0,0.7
0500000US48155,48155,"Foard County, Texas",1414,158,1414,(X),665,93,47.0,4.0,1133,129,1133,(X),118.3,21.1,(X),(X),376,75,376,(X),101.1,28.7,(X),(X),1329,147,94.0,4.9,1414,158,1414,(X),306,115,21.6,6.9,195,75,13.8,4.6,1108,125,78.4,6.9,1077,126,76.2,7.1,31,38,2.2,2.7,0,13,0.0,2.8,0,13,0.0,2.8,0,13,0.0,2.8,0,13,0.0,2.8
0500000US48157,48157,"Fort Bend County, Texas",711421,*****,711421,(X),361724,150,50.8,0.1,512565,*****,512565,(X),93.7,*****,(X),(X),69049,121,69049,(X),84.8,0.3,(X),(X),693735,1910,97.5,0.3,711421,*****,711421,(X),171949,*****,24.2,*****,122719,4213,17.2,0.6,539472,*****,75.8,*****,244432,320,34.4,0.1,143866,1045,20.2,0.1,1351,538,0.2,0.1,136748,979,19.2,0.1,117,99,0.0,0.1,1091,337,0.2,0.1
0500000US48159,48159,"Franklin County, Texas",10639,*****,10639,(X),5230,147,49.2,1.4,8057,*****,8057,(X),96.7,2.9,(X),(X),2127,41,2127,(X),87.2,2.9,(X),(X),10388,122,97.6,1.1,10639,*****,10639,(X),1479,*****,13.9,*****,1382,80,13.0,0.7,9160,*****,86.1,*****,8468,21,79.6,0.4,481,127,4.5,1.2,57,92,0.5,0.9,5,11,0.0,0.1,12,17,0.1,0.2,0,21,0.0,0.4
0500000US48161,48161,"Freestone County, Texas",19646,*****,19646,(X),9422,124,48.0,0.6,15126,18,15126,(X),108.8,1.5,(X),(X),3724,53,3724,(X),81.7,2.7,(X),(X),19416,117,98.8,0.6,19646,*****,19646,(X),2891,*****,14.7,*****,2621,118,13.3,0.6,16755,*****,85.3,*****,13269,33,67.5,0.2,3164,101,16.1,0.5,30,24,0.2,0.1,72,37,0.4,0.2,0,21,0.0,0.2,0,21,0.0,0.2
0500000US48163,48163,"Frio County, Texas",19110,*****,19110,(X),7747,62,40.5,0.3,14520,*****,14520,(X),160.9,*****,(X),(X),2355,89,2355,(X),93.5,7.3,(X),(X),18868,135,98.7,0.7,19110,*****,19110,(X),15006,*****,78.5,*****,13003,677,68.0,3.5,4104,*****,21.5,*****,3140,192,16.4,1.0,679,153,3.6,0.8,0,21,0.0,0.2,120,67,0.6,0.4,0,21,0.0,0.2,81,79,0.4,0.4
0500000US48165,48165,"Gaines County, Texas",19889,*****,19889,(X),9807,87,49.3,0.4,12796,85,12796,(X),102.0,1.3,(X),(X),1713,22,1713,(X),89.7,3.1,(X),(X),19766,108,99.4,0.5,19889,*****,19889,(X),8066,*****,40.6,*****,7904,118,39.7,0.6,11823,*****,59.4,*****,11198,50,56.3,0.3,452,42,2.3,0.2,28,33,0.1,0.2,91,9,0.5,0.1,8,13,0.0,0.1,31,50,0.2,0.3
0500000US48167,48167,"Galveston County, Texas",321184,*****,321184,(X),162620,109,50.6,0.1,242101,4,242101,(X),95.1,0.1,(X),(X),42256,80,42256,(X),82.4,0.3,(X),(X),312131,1305,97.2,0.4,321184,*****,321184,(X),76806,*****,23.9,*****,60785,2234,18.9,0.7,244378,*****,76.1,*****,186380,97,58.0,0.1,40304,651,12.5,0.2,832,198,0.3,0.1,10650,398,3.3,0.1,114,91,0.0,0.1,153,102,0.0,0.1
0500000US48169,48169,"Garza County, Texas",6739,190,6739,(X),2370,168,35.2,2.2,5545,190,5545,(X),204.8,17.8,(X),(X),761,130,761,(X),86.1,20.2,(X),(X),6609,203,98.1,1.3,6739,190,6739,(X),3639,283,54.0,3.9,3239,361,48.1,4.9,3100,279,46.0,3.9,2726,284,40.5,4.2,300,209,4.5,3.1,6,17,0.1,0.3,38,34,0.6,0.5,0,19,0.0,0.6,7,12,0.1,0.2
0500000US48171,48171,"Gillespie County, Texas",25939,*****,25939,(X),13284,134,51.2,0.5,20767,72,20767,(X),90.7,0.9,(X),(X),7434,71,7434,(X),86.1,1.4,(X),(X),25020,357,96.5,1.4,25939,*****,25939,(X),5849,*****,22.5,*****,5452,181,21.0,0.7,20090,*****,77.5,*****,19614,11,75.6,0.1,20,29,0.1,0.1,3,6,0.0,0.1,31,43,0.1,0.2,0,25,0.0,0.2,0,25,0.0,0.2
0500000US48173,48173,"Glasscock County, Texas",1420,123,1420,(X),628,68,44.2,4.7,1074,97,1074,(X),108.9,20.9,(X),(X),198,56,198,(X),78.4,23.3,(X),(X),1420,123,100.0,2.8,1420,123,1420,(X),576,173,40.6,11.2,548,176,38.6,11.6,844,164,59.4,11.2,844,164,59.4,11.2,0,13,0.0,2.8,0,13,0.0,2.8,0,13,0.0,2.8,0,13,0.0,2.8,0,13,0.0,2.8
0500000US48175,48175,"Goliad County, Texas",7510,*****,7510,(X),3732,119,49.7,1.6,5884,*****,5884,(X),97.1,2.7,(X),(X),1577,29,1577,(X),94.5,7.1,(X),(X),7488,34,99.7,0.4,7510,*****,7510,(X),2675,*****,35.6,*****,2572,57,34.2,0.8,4835,*****,64.4,*****,4401,19,58.6,0.5,400,41,5.3,0.5,0,19,0.0,0.5,12,19,0.2,0.3,0,19,0.0,0.5,0,19,0.0,0.5
0500000US48177,48177,"Gonzales County, Texas",20558,*****,20558,(X),10158,54,49.4,0.3,15008,*****,15008,(X),100.3,*****,(X),(X),3279,67,3279,(X),86.8,3.7,(X),(X),20120,162,97.9,0.8,20558,*****,20558,(X),10293,*****,50.1,*****,9976,124,48.5,0.6,10265,*****,49.9,*****,8703,25,42.3,0.2,1369,94,6.7,0.5,14,22,0.1,0.1,36,36,0.2,0.2,5,9,0.0,0.1,0,25,0.0,0.2
0500000US48179,48179,"Gray County, Texas",22962,*****,22962,(X),10819,62,47.1,0.3,17111,36,17111,(X),115.5,0.9,(X),(X),3617,35,3617,(X),79.9,2.4,(X),(X),22384,152,97.5,0.7,22962,*****,22962,(X),6412,*****,27.9,*****,5961,183,26.0,0.8,16550,*****,72.1,*****,14807,25,64.5,0.2,981,85,4.3,0.4,203,50,0.9,0.2,162,7,0.7,0.1,21,28,0.1,0.1,0,25,0.0,0.2
0500000US48181,48181,"Grayson County, Texas",126146,*****,126146,(X),64590,71,51.2,0.1,96133,20,96133,(X),92.5,0.1,(X),(X),21713,46,21713,(X),80.7,0.3,(X),(X),122409,460,97.0,0.4,126146,*****,126146,(X),15999,*****,12.7,*****,13054,590,10.3,0.5,110147,*****,87.3,*****,96360,263,76.4,0.2,6995,330,5.5,0.3,1614,198,1.3,0.2,1665,153,1.3,0.1,62,24,0.0,0.1,217,261,0.2,0.2
0500000US48183,48183,"Gregg County, Texas",123402,*****,123402,(X),63036,115,51.1,0.1,91476,*****,91476,(X),92.1,0.3,(X),(X),17844,92,17844,(X),73.1,0.9,(X),(X),120649,533,97.8,0.4,123402,*****,123402,(X),22449,*****,18.2,*****,20508,588,16.6,0.5,100953,*****,81.8,*****,71967,57,58.3,0.1,24790,347,20.1,0.3,385,127,0.3,0.1,1679,172,1.4,0.1,64,99,0.1,0.1,138,100,0.1,0.1
0500000US48185,48185,"Grimes County, Texas",27358,*****,27358,(X),12288,138,44.9,0.5,21223,28,21223,(X),127.0,0.8,(X),(X),4376,21,4376,(X),98.8,0.9,(X),(X),26704,186,97.6,0.7,27358,*****,27358,(X),6468,*****,23.6,*****,5837,216,21.3,0.8,20890,*****,76.4,*****,16051,20,58.7,0.1,4259,162,15.6,0.6,71,31,0.3,0.1,28,25,0.1,0.1,0,25,0.0,0.1,13,18,0.0,0.1
0500000US48187,48187,"Guadalupe County, Texas",150889,*****,150889,(X),76278,62,50.6,0.1,111619,60,111619,(X),95.1,0.2,(X),(X),19710,51,19710,(X),83.1,0.6,(X),(X),146253,610,96.9,0.4,150889,*****,150889,(X),56319,*****,37.3,*****,49944,974,33.1,0.6,94570,*****,62.7,*****,77499,349,51.4,0.2,10668,399,7.1,0.3,304,113,0.2,0.1,2497,182,1.7,0.1,36,103,0.0,0.1,433,292,0.3,0.2
0500000US48189,48189,"Hale County, Texas",34527,*****,34527,(X),16621,105,48.1,0.3,24945,33,24945,(X),110.7,0.8,(X),(X),4468,79,4468,(X),84.7,1.9,(X),(X),32912,435,95.3,1.3,34527,*****,34527,(X),20291,*****,58.8,*****,19328,312,56.0,0.9,14236,*****,41.2,*****,11938,38,34.6,0.1,1522,163,4.4,0.5,23,19,0.1,0.1,83,47,0.2,0.1,9,11,0.0,0.1,26,29,0.1,0.1
0500000US48191,48191,"Hall County, Texas",3102,*****,3102,(X),1550,48,50.0,1.6,2372,*****,2372,(X),93.8,1.9,(X),(X),703,44,703,(X),89.0,7.4,(X),(X),2986,66,96.3,2.1,3102,*****,3102,(X),1060,*****,34.2,*****,911,104,29.4,3.4,2042,*****,65.8,*****,1760,13,56.7,1.3,231,47,7.4,1.5,3,5,0.1,0.2,15,24,0.5,0.8,0,13,0.0,1.3,0,13,0.0,1.3
