"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2017","48","48083","Coleman County (TX)","8,347","2,103","1,754","2,452","1,754 to 2,452","25.2","21.0","29.4","21.0 to 29.4","1,750","721","583","859","583 to 859","41.2","33.3","49.1","33.3 to 49.1","1,328","499","396","602","396 to 602","37.6","29.9","45.3","29.9 to 45.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,596","$31,709","$39,483","$31,709 to $39,483"
"2017","48","48085","Collin County (TX)","963,885","56,725","50,502","62,948","50,502 to 62,948","5.9","5.3","6.5","5.3 to 6.5","253,077","15,669","12,582","18,756","12,582 to 18,756","6.2","5.0","7.4","5.0 to 7.4","192,477","10,204","7,900","12,508","7,900 to 12,508","5.3","4.1","6.5","4.1 to 6.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$95,394","$92,888","$97,900","$92,888 to $97,900"
"2017","48","48087","Collingsworth County (TX)","2,931","528","402","654","402 to 654","18.0","13.7","22.3","13.7 to 22.3","793","223","166","280","166 to 280","28.1","20.9","35.3","20.9 to 35.3","607","152","110","194","110 to 194","25.0","18.1","31.9","18.1 to 31.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,809","$35,540","$44,078","$35,540 to $44,078"
"2017","48","48089","Colorado County (TX)","20,835","3,101","2,433","3,769","2,433 to 3,769","14.9","11.7","18.1","11.7 to 18.1","4,856","1,119","844","1,394","844 to 1,394","23.0","17.3","28.7","17.3 to 28.7","3,506","772","564","980","564 to 980","22.0","16.1","27.9","16.1 to 27.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,100","$43,987","$54,213","$43,987 to $54,213"
"2017","48","48091","Comal County (TX)","139,706","12,473","10,497","14,449","10,497 to 14,449","8.9","7.5","10.3","7.5 to 10.3","31,759","4,158","3,338","4,978","3,338 to 4,978","13.1","10.5","15.7","10.5 to 15.7","23,399","2,941","2,343","3,539","2,343 to 3,539","12.6","10.0","15.2","10.0 to 15.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$72,562","$67,639","$77,485","$67,639 to $77,485"
"2017","48","48093","Comanche County (TX)","13,342","2,003","1,481","2,525","1,481 to 2,525","15.0","11.1","18.9","11.1 to 18.9","2,999","753","554","952","554 to 952","25.1","18.5","31.7","18.5 to 31.7","2,225","509","362","656","362 to 656","22.9","16.3","29.5","16.3 to 29.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,161","$42,707","$49,615","$42,707 to $49,615"
"2017","48","48095","Concho County (TX)","2,671","412","312","512","312 to 512","15.4","11.6","19.2","11.6 to 19.2","542","153","113","193","113 to 193","28.2","20.9","35.5","20.9 to 35.5","419","108","78","138","78 to 138","25.8","18.7","32.9","18.7 to 32.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,723","$38,578","$46,868","$38,578 to $46,868"
"2017","48","48097","Cooke County (TX)","39,158","5,104","4,028","6,180","4,028 to 6,180","13.0","10.3","15.7","10.3 to 15.7","9,283","1,914","1,488","2,340","1,488 to 2,340","20.6","16.0","25.2","16.0 to 25.2","6,481","1,240","918","1,562","918 to 1,562","19.1","14.1","24.1","14.1 to 24.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,382","$54,017","$60,747","$54,017 to $60,747"
"2017","48","48099","Coryell County (TX)","62,807","8,556","6,892","10,220","6,892 to 10,220","13.6","11.0","16.2","11.0 to 16.2","17,150","3,262","2,556","3,968","2,556 to 3,968","19.0","14.9","23.1","14.9 to 23.1","11,921","2,243","1,717","2,769","1,717 to 2,769","18.8","14.4","23.2","14.4 to 23.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,486","$48,791","$54,181","$48,791 to $54,181"
"2017","48","48101","Cottle County (TX)","1,384","293","227","359","227 to 359","21.2","16.5","25.9","16.5 to 25.9","310","122","93","151","93 to 151","39.4","30.1","48.7","30.1 to 48.7","239","84","62","106","62 to 106","35.1","26.1","44.1","26.1 to 44.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,201","$32,320","$40,082","$32,320 to $40,082"
"2017","48","48103","Crane County (TX)","4,640","541","414","668","414 to 668","11.7","9.0","14.4","9.0 to 14.4","1,406","231","172","290","172 to 290","16.4","12.2","20.6","12.2 to 20.6","1,023","164","119","209","119 to 209","16.0","11.6","20.4","11.6 to 20.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,356","$50,250","$62,462","$50,250 to $62,462"
"2017","48","48105","Crockett County (TX)","3,520","591","451","731","451 to 731","16.8","12.8","20.8","12.8 to 20.8","901","237","176","298","176 to 298","26.3","19.6","33.0","19.6 to 33.0","655","167","121","213","121 to 213","25.5","18.4","32.6","18.4 to 32.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,991","$40,023","$49,959","$40,023 to $49,959"
"2017","48","48107","Crosby County (TX)","5,817","1,300","982","1,618","982 to 1,618","22.3","16.8","27.8","16.8 to 27.8","1,570","593","436","750","436 to 750","37.8","27.8","47.8","27.8 to 47.8","1,155","415","297","533","297 to 533","35.9","25.7","46.1","25.7 to 46.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,942","$33,288","$40,596","$33,288 to $40,596"
"2017","48","48109","Culberson County (TX)","2,217","489","375","603","375 to 603","22.1","17.0","27.2","17.0 to 27.2","531","189","142","236","142 to 236","35.6","26.8","44.4","26.8 to 44.4","383","130","95","165","95 to 165","33.9","24.7","43.1","24.7 to 43.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,825","$33,645","$42,005","$33,645 to $42,005"
"2017","48","48111","Dallam County (TX)","7,156","826","633","1,019","633 to 1,019","11.5","8.8","14.2","8.8 to 14.2","2,288","373","280","466","280 to 466","16.3","12.2","20.4","12.2 to 20.4","1,578","255","187","323","187 to 323","16.2","11.9","20.5","11.9 to 20.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,838","$42,690","$52,986","$42,690 to $52,986"
"2017","48","48113","Dallas County (TX)","2,582,222","382,477","360,976","403,978","360,976 to 403,978","14.8","14.0","15.6","14.0 to 15.6","684,808","151,187","139,701","162,673","139,701 to 162,673","22.1","20.4","23.8","20.4 to 23.8","489,418","106,882","98,204","115,560","98,204 to 115,560","21.8","20.0","23.6","20.0 to 23.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,732","$55,659","$57,805","$55,659 to $57,805"
"2017","48","48115","Dawson County (TX)","11,419","2,475","1,923","3,027","1,923 to 3,027","21.7","16.9","26.5","16.9 to 26.5","3,299","1,014","771","1,257","771 to 1,257","30.7","23.3","38.1","23.3 to 38.1","2,433","695","507","883","507 to 883","28.6","20.9","36.3","20.9 to 36.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,127","$37,528","$46,726","$37,528 to $46,726"
"2017","48","48117","Deaf Smith County (TX)","18,572","3,286","2,535","4,037","2,535 to 4,037","17.7","13.7","21.7","13.7 to 21.7","5,870","1,570","1,179","1,961","1,179 to 1,961","26.7","20.0","33.4","20.0 to 33.4","4,221","1,096","804","1,388","804 to 1,388","26.0","19.1","32.9","19.1 to 32.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,698","$38,383","$47,013","$38,383 to $47,013"
"2017","48","48119","Delta County (TX)","5,226","915","709","1,121","709 to 1,121","17.5","13.6","21.4","13.6 to 21.4","1,238","343","258","428","258 to 428","27.7","20.8","34.6","20.8 to 34.6","883","241","177","305","177 to 305","27.3","20.0","34.6","20.0 to 34.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,644","$37,519","$45,769","$37,519 to $45,769"
"2017","48","48121","Denton County (TX)","823,874","58,411","52,047","64,775","52,047 to 64,775","7.1","6.3","7.9","6.3 to 7.9","207,934","16,283","13,136","19,430","13,136 to 19,430","7.8","6.3","9.3","6.3 to 9.3","154,209","10,230","7,858","12,602","7,858 to 12,602","6.6","5.1","8.1","5.1 to 8.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$86,462","$84,044","$88,880","$84,044 to $88,880"
"2017","48","48123","DeWitt County (TX)","18,354","3,445","2,672","4,218","2,672 to 4,218","18.8","14.6","23.0","14.6 to 23.0","4,480","1,227","913","1,541","913 to 1,541","27.4","20.4","34.4","20.4 to 34.4","3,168","832","599","1,065","599 to 1,065","26.3","18.9","33.7","18.9 to 33.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,657","$42,563","$52,751","$42,563 to $52,751"
"2017","48","48125","Dickens County (TX)","1,885","400","305","495","305 to 495","21.2","16.2","26.2","16.2 to 26.2","410","118","88","148","88 to 148","28.8","21.4","36.2","21.4 to 36.2","301","81","59","103","59 to 103","26.9","19.5","34.3","19.5 to 34.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,702","$34,569","$42,835","$34,569 to $42,835"
"2017","48","48127","Dimmit County (TX)","10,314","3,217","2,622","3,812","2,622 to 3,812","31.2","25.4","37.0","25.4 to 37.0","3,059","1,303","1,010","1,596","1,010 to 1,596","42.6","33.0","52.2","33.0 to 52.2","2,243","890","669","1,111","669 to 1,111","39.7","29.8","49.6","29.8 to 49.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,696","$31,617","$39,775","$31,617 to $39,775"
"2017","48","48129","Donley County (TX)","3,121","621","484","758","484 to 758","19.9","15.5","24.3","15.5 to 24.3","662","217","164","270","164 to 270","32.8","24.8","40.8","24.8 to 40.8","484","150","109","191","109 to 191","31.0","22.6","39.4","22.6 to 39.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,867","$38,450","$45,284","$38,450 to $45,284"
"2017","48","48131","Duval County (TX)","10,608","3,037","2,380","3,694","2,380 to 3,694","28.6","22.4","34.8","22.4 to 34.8","2,832","1,137","865","1,409","865 to 1,409","40.1","30.5","49.7","30.5 to 49.7","2,027","784","575","993","575 to 993","38.7","28.4","49.0","28.4 to 49.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,495","$29,805","$37,185","$29,805 to $37,185"
"2017","48","48133","Eastland County (TX)","17,578","2,961","2,232","3,690","2,232 to 3,690","16.8","12.7","20.9","12.7 to 20.9","3,867","1,120","829","1,411","829 to 1,411","29.0","21.5","36.5","21.5 to 36.5","2,803","781","561","1,001","561 to 1,001","27.9","20.0","35.8","20.0 to 35.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,620","$35,343","$43,897","$35,343 to $43,897"
"2017","48","48135","Ector County (TX)","154,048","20,860","16,728","24,992","16,728 to 24,992","13.5","10.8","16.2","10.8 to 16.2","46,697","8,341","6,182","10,500","6,182 to 10,500","17.9","13.3","22.5","13.3 to 22.5","32,561","5,800","4,211","7,389","4,211 to 7,389","17.8","12.9","22.7","12.9 to 22.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,422","$50,766","$58,078","$50,766 to $58,078"
"2017","48","48137","Edwards County (TX)","1,946","439","335","543","335 to 543","22.6","17.2","28.0","17.2 to 28.0","437","167","124","210","124 to 210","38.2","28.4","48.0","28.4 to 48.0","307","117","84","150","84 to 150","38.1","27.4","48.8","27.4 to 48.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,164","$31,270","$39,058","$31,270 to $39,058"
"2017","48","48139","Ellis County (TX)","171,360","14,521","11,693","17,349","11,693 to 17,349","8.5","6.8","10.2","6.8 to 10.2","45,868","5,676","4,350","7,002","4,350 to 7,002","12.4","9.5","15.3","9.5 to 15.3","34,270","3,819","2,825","4,813","2,825 to 4,813","11.1","8.2","14.0","8.2 to 14.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$71,512","$67,871","$75,153","$67,871 to $75,153"
"2017","48","48141","El Paso County (TX)","824,863","172,972","158,158","187,786","158,158 to 187,786","21.0","19.2","22.8","19.2 to 22.8","229,069","67,757","60,312","75,202","60,312 to 75,202","29.6","26.3","32.9","26.3 to 32.9","164,653","47,727","42,061","53,393","42,061 to 53,393","29.0","25.6","32.4","25.6 to 32.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,120","$42,373","$45,867","$42,373 to $45,867"
"2017","48","48143","Erath County (TX)","38,074","6,016","4,699","7,333","4,699 to 7,333","15.8","12.3","19.3","12.3 to 19.3","8,416","1,621","1,196","2,046","1,196 to 2,046","19.3","14.3","24.3","14.3 to 24.3","6,008","1,119","805","1,433","805 to 1,433","18.6","13.4","23.8","13.4 to 23.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,230","$43,770","$52,690","$43,770 to $52,690"
"2017","48","48145","Falls County (TX)","15,500","4,280","3,569","4,991","3,569 to 4,991","27.6","23.0","32.2","23.0 to 32.2","3,711","1,220","950","1,490","950 to 1,490","32.9","25.6","40.2","25.6 to 40.2","2,626","840","635","1,045","635 to 1,045","32.0","24.2","39.8","24.2 to 39.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,988","$32,139","$39,837","$32,139 to $39,837"
"2017","48","48147","Fannin County (TX)","31,461","4,047","3,189","4,905","3,189 to 4,905","12.9","10.2","15.6","10.2 to 15.6","7,207","1,297","965","1,629","965 to 1,629","18.0","13.4","22.6","13.4 to 22.6","5,376","888","629","1,147","629 to 1,147","16.5","11.7","21.3","11.7 to 21.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,598","$46,553","$54,643","$46,553 to $54,643"
"2017","48","48149","Fayette County (TX)","24,871","2,675","2,018","3,332","2,018 to 3,332","10.8","8.2","13.4","8.2 to 13.4","5,104","854","633","1,075","633 to 1,075","16.7","12.4","21.0","12.4 to 21.0","3,796","612","442","782","442 to 782","16.1","11.6","20.6","11.6 to 20.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,320","$51,127","$61,513","$51,127 to $61,513"
"2017","48","48151","Fisher County (TX)","3,862","569","443","695","443 to 695","14.7","11.4","18.0","11.4 to 18.0","796","167","124","210","124 to 210","21.0","15.6","26.4","15.6 to 26.4","577","116","84","148","84 to 148","20.1","14.5","25.7","14.5 to 25.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,292","$42,960","$51,624","$42,960 to $51,624"
"2017","48","48153","Floyd County (TX)","5,807","1,172","882","1,462","882 to 1,462","20.2","15.2","25.2","15.2 to 25.2","1,561","530","392","668","392 to 668","34.0","25.2","42.8","25.2 to 42.8","1,201","369","266","472","266 to 472","30.7","22.1","39.3","22.1 to 39.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,390","$37,777","$45,003","$37,777 to $45,003"
"2017","48","48155","Foard County (TX)","1,188","214","163","265","163 to 265","18.0","13.7","22.3","13.7 to 22.3","251","77","57","97","57 to 97","30.7","22.8","38.6","22.8 to 38.6","200","56","41","71","41 to 71","28.0","20.3","35.7","20.3 to 35.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,007","$31,266","$38,748","$31,266 to $38,748"
"2017","48","48157","Fort Bend County (TX)","758,413","60,772","52,917","68,627","52,917 to 68,627","8.0","7.0","9.0","7.0 to 9.0","210,274","21,368","17,613","25,123","17,613 to 25,123","10.2","8.4","12.0","8.4 to 12.0","156,463","15,177","12,419","17,935","12,419 to 17,935","9.7","7.9","11.5","7.9 to 11.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$91,661","$87,526","$95,796","$87,526 to $95,796"
"2017","48","48159","Franklin County (TX)","10,670","1,583","1,204","1,962","1,204 to 1,962","14.8","11.2","18.4","11.2 to 18.4","2,568","621","460","782","460 to 782","24.2","17.9","30.5","17.9 to 30.5","1,952","424","306","542","306 to 542","21.7","15.6","27.8","15.6 to 27.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,358","$39,547","$49,169","$39,547 to $49,169"
"2017","48","48161","Freestone County (TX)","17,954","2,896","2,297","3,495","2,297 to 3,495","16.1","12.8","19.4","12.8 to 19.4","4,439","948","715","1,181","715 to 1,181","21.4","16.2","26.6","16.2 to 26.6","3,283","687","506","868","506 to 868","20.9","15.4","26.4","15.4 to 26.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,616","$43,329","$51,903","$43,329 to $51,903"
"2017","48","48163","Frio County (TX)","16,187","4,524","3,477","5,571","3,477 to 5,571","27.9","21.4","34.4","21.4 to 34.4","4,559","1,583","1,191","1,975","1,191 to 1,975","34.7","26.1","43.3","26.1 to 43.3","3,296","1,124","836","1,412","836 to 1,412","34.1","25.3","42.9","25.3 to 42.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,853","$34,217","$41,489","$34,217 to $41,489"
"2017","48","48165","Gaines County (TX)","20,531","3,087","2,428","3,746","2,428 to 3,746","15.0","11.8","18.2","11.8 to 18.2","7,387","1,624","1,207","2,041","1,207 to 2,041","22.0","16.4","27.6","16.4 to 27.6","5,286","1,151","832","1,470","832 to 1,470","21.8","15.8","27.8","15.8 to 27.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,138","$47,011","$57,265","$47,011 to $57,265"
"2017","48","48167","Galveston County (TX)","329,363","39,606","33,749","45,463","33,749 to 45,463","12.0","10.2","13.8","10.2 to 13.8","81,092","13,679","11,132","16,226","11,132 to 16,226","16.9","13.8","20.0","13.8 to 20.0","59,384","9,009","7,008","11,010","7,008 to 11,010","15.2","11.8","18.6","11.8 to 18.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$69,674","$67,041","$72,307","$67,041 to $72,307"
"2017","48","48169","Garza County (TX)","4,403","1,114","835","1,393","835 to 1,393","25.3","19.0","31.6","19.0 to 31.6","1,062","281","209","353","209 to 353","26.5","19.7","33.3","19.7 to 33.3","764","193","140","246","140 to 246","25.3","18.3","32.3","18.3 to 32.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,587","$41,537","$51,637","$41,537 to $51,637"
"2017","48","48171","Gillespie County (TX)","26,264","2,851","2,288","3,414","2,288 to 3,414","10.9","8.8","13.0","8.8 to 13.0","5,334","938","727","1,149","727 to 1,149","17.6","13.6","21.6","13.6 to 21.6","3,971","645","483","807","483 to 807","16.2","12.1","20.3","12.1 to 20.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,412","$52,374","$64,450","$52,374 to $64,450"
"2017","48","48173","Glasscock County (TX)","1,347","127","100","154","100 to 154","9.4","7.4","11.4","7.4 to 11.4","338","39","29","49","29 to 49","11.5","8.5","14.5","8.5 to 14.5","249","28","20","36","20 to 36","11.2","8.0","14.4","8.0 to 14.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$78,088","$69,218","$86,958","$69,218 to $86,958"
"2017","48","48175","Goliad County (TX)","7,456","1,136","890","1,382","890 to 1,382","15.2","11.9","18.5","11.9 to 18.5","1,580","390","295","485","295 to 485","24.7","18.7","30.7","18.7 to 30.7","1,152","280","208","352","208 to 352","24.3","18.1","30.5","18.1 to 30.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,403","$46,609","$58,197","$46,609 to $58,197"
"2017","48","48177","Gonzales County (TX)","20,538","3,420","2,680","4,160","2,680 to 4,160","16.7","13.1","20.3","13.1 to 20.3","5,608","1,468","1,125","1,811","1,125 to 1,811","26.2","20.1","32.3","20.1 to 32.3","4,029","1,075","819","1,331","819 to 1,331","26.7","20.3","33.1","20.3 to 33.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,052","$40,548","$49,556","$40,548 to $49,556"
"2017","48","48179","Gray County (TX)","20,352","3,466","2,752","4,180","2,752 to 4,180","17.0","13.5","20.5","13.5 to 20.5","5,673","1,360","1,065","1,655","1,065 to 1,655","24.0","18.8","29.2","18.8 to 29.2","4,067","891","666","1,116","666 to 1,116","21.9","16.4","27.4","16.4 to 27.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,599","$41,575","$51,623","$41,575 to $51,623"
"2017","48","48181","Grayson County (TX)","128,602","17,242","14,430","20,054","14,430 to 20,054","13.4","11.2","15.6","11.2 to 15.6","30,778","5,918","4,750","7,086","4,750 to 7,086","19.2","15.4","23.0","15.4 to 23.0","22,405","4,324","3,472","5,176","3,472 to 5,176","19.3","15.5","23.1","15.5 to 23.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,431","$50,658","$58,204","$50,658 to $58,204"
"2017","48","48183","Gregg County (TX)","119,535","19,769","16,650","22,888","16,650 to 22,888","16.5","13.9","19.1","13.9 to 19.1","31,406","7,413","5,790","9,036","5,790 to 9,036","23.6","18.4","28.8","18.4 to 28.8","22,423","5,103","3,873","6,333","3,873 to 6,333","22.8","17.3","28.3","17.3 to 28.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,208","$45,211","$49,205","$45,211 to $49,205"
"2017","48","48185","Grimes County (TX)","25,168","4,528","3,602","5,454","3,602 to 5,454","18.0","14.3","21.7","14.3 to 21.7","6,284","1,612","1,252","1,972","1,252 to 1,972","25.7","20.0","31.4","20.0 to 31.4","4,594","1,110","837","1,383","837 to 1,383","24.2","18.2","30.2","18.2 to 30.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,023","$43,580","$52,466","$43,580 to $52,466"
"2017","48","48187","Guadalupe County (TX)","157,391","14,624","12,419","16,829","12,419 to 16,829","9.3","7.9","10.7","7.9 to 10.7","40,428","4,864","3,913","5,815","3,913 to 5,815","12.0","9.6","14.4","9.6 to 14.4","30,262","3,669","2,931","4,407","2,931 to 4,407","12.1","9.7","14.5","9.7 to 14.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$66,886","$63,293","$70,479","$63,293 to $70,479"
"2017","48","48189","Hale County (TX)","31,321","6,234","4,969","7,499","4,969 to 7,499","19.9","15.9","23.9","15.9 to 23.9","9,280","2,572","1,967","3,177","1,967 to 3,177","27.7","21.2","34.2","21.2 to 34.2","6,924","1,756","1,301","2,211","1,301 to 2,211","25.4","18.8","32.0","18.8 to 32.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,570","$40,039","$47,101","$40,039 to $47,101"
"2017","48","48191","Hall County (TX)","3,019","725","552","898","552 to 898","24.0","18.3","29.7","18.3 to 29.7","698","289","214","364","214 to 364","41.4","30.7","52.1","30.7 to 52.1","550","207","149","265","149 to 265","37.6","27.0","48.2","27.0 to 48.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,980","$29,515","$36,445","$29,515 to $36,445"
"2017","48","48193","Hamilton County (TX)","8,220","1,322","1,035","1,609","1,035 to 1,609","16.1","12.6","19.6","12.6 to 19.6","1,798","463","354","572","354 to 572","25.8","19.8","31.8","19.8 to 31.8","1,318","326","243","409","243 to 409","24.7","18.4","31.0","18.4 to 31.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,230","$39,368","$49,092","$39,368 to $49,092"
"2017","48","48195","Hansford County (TX)","5,363","640","490","790","490 to 790","11.9","9.1","14.7","9.1 to 14.7","1,559","266","198","334","198 to 334","17.1","12.7","21.5","12.7 to 21.5","1,193","186","134","238","134 to 238","15.6","11.3","19.9","11.3 to 19.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,761","$49,486","$62,036","$49,486 to $62,036"
"2017","48","48197","Hardeman County (TX)","3,970","714","543","885","543 to 885","18.0","13.7","22.3","13.7 to 22.3","870","252","187","317","187 to 317","29.0","21.5","36.5","21.5 to 36.5","646","184","133","235","133 to 235","28.5","20.6","36.4","20.6 to 36.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,022","$34,954","$43,090","$34,954 to $43,090"
"2017","48","48199","Hardin County (TX)","56,584","7,175","5,911","8,439","5,911 to 8,439","12.7","10.5","14.9","10.5 to 14.9","13,979","2,340","1,816","2,864","1,816 to 2,864","16.7","13.0","20.4","13.0 to 20.4","10,172","1,539","1,141","1,937","1,141 to 1,937","15.1","11.2","19.0","11.2 to 19.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,829","$53,250","$64,408","$53,250 to $64,408"
"2017","48","48201","Harris County (TX)","4,601,205","733,605","705,669","761,541","705,669 to 761,541","15.9","15.3","16.5","15.3 to 16.5","1,235,665","286,551","270,475","302,627","270,475 to 302,627","23.2","21.9","24.5","21.9 to 24.5","881,559","192,664","180,143","205,185","180,143 to 205,185","21.9","20.5","23.3","20.5 to 23.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,664","$57,338","$59,990","$57,338 to $59,990"
"2017","48","48203","Harrison County (TX)","65,292","11,315","9,328","13,302","9,328 to 13,302","17.3","14.3","20.3","14.3 to 20.3","16,718","3,792","2,884","4,700","2,884 to 4,700","22.7","17.3","28.1","17.3 to 28.1","12,356","2,646","1,959","3,333","1,959 to 3,333","21.4","15.8","27.0","15.8 to 27.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,584","$46,599","$54,569","$46,599 to $54,569"
"2017","48","48205","Hartley County (TX)","4,565","408","309","507","309 to 507","8.9","6.7","11.1","6.7 to 11.1","1,192","112","83","141","83 to 141","9.4","7.0","11.8","7.0 to 11.8","893","80","57","103","57 to 103","9.0","6.5","11.5","6.5 to 11.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$69,000","$61,771","$76,229","$61,771 to $76,229"
"2017","48","48207","Haskell County (TX)","5,198","1,071","792","1,350","792 to 1,350","20.6","15.2","26.0","15.2 to 26.0","1,046","343","252","434","252 to 434","32.8","24.1","41.5","24.1 to 41.5","817","251","179","323","179 to 323","30.7","21.9","39.5","21.9 to 39.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,075","$31,212","$38,938","$31,212 to $38,938"
"2017","48","48209","Hays County (TX)","206,165","25,221","22,202","28,240","22,202 to 28,240","12.2","10.7","13.7","10.7 to 13.7","48,936","5,780","4,465","7,095","4,465 to 7,095","11.8","9.1","14.5","9.1 to 14.5","35,503","3,938","2,985","4,891","2,985 to 4,891","11.1","8.4","13.8","8.4 to 13.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$66,525","$62,546","$70,504","$62,546 to $70,504"
"2017","48","48211","Hemphill County (TX)","3,968","397","299","495","299 to 495","10.0","7.5","12.5","7.5 to 12.5","1,260","195","145","245","145 to 245","15.5","11.5","19.5","11.5 to 19.5","975","136","98","174","98 to 174","13.9","10.0","17.8","10.0 to 17.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$64,338","$57,151","$71,525","$57,151 to $71,525"
