"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2017","48","48343","Morris County (TX)","12,335","2,274","1,746","2,802","1,746 to 2,802","18.4","14.1","22.7","14.1 to 22.7","2,847","840","621","1,059","621 to 1,059","29.5","21.8","37.2","21.8 to 37.2","2,065","583","421","745","421 to 745","28.2","20.3","36.1","20.3 to 36.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,627","$35,497","$43,757","$35,497 to $43,757"
"2017","48","48345","Motley County (TX)","1,226","217","165","269","165 to 269","17.7","13.4","22.0","13.4 to 22.0","224","72","53","91","53 to 91","32.1","23.8","40.4","23.8 to 40.4","172","52","37","67","37 to 67","30.2","21.8","38.6","21.8 to 38.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,782","$32,750","$40,814","$32,750 to $40,814"
"2017","48","48347","Nacogdoches County (TX)","60,453","14,453","12,225","16,681","12,225 to 16,681","23.9","20.2","27.6","20.2 to 27.6","15,159","5,102","4,255","5,949","4,255 to 5,949","33.7","28.1","39.3","28.1 to 39.3","10,889","3,795","3,189","4,401","3,189 to 4,401","34.9","29.3","40.5","29.3 to 40.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,367","$38,309","$46,425","$38,309 to $46,425"
"2017","48","48349","Navarro County (TX)","47,848","8,105","6,522","9,688","6,522 to 9,688","16.9","13.6","20.2","13.6 to 20.2","12,561","3,176","2,429","3,923","2,429 to 3,923","25.3","19.3","31.3","19.3 to 31.3","9,018","2,079","1,521","2,637","1,521 to 2,637","23.1","16.9","29.3","16.9 to 29.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,944","$38,060","$45,828","$38,060 to $45,828"
"2017","48","48351","Newton County (TX)","13,198","2,739","2,128","3,350","2,128 to 3,350","20.8","16.2","25.4","16.2 to 25.4","2,794","797","592","1,002","592 to 1,002","28.5","21.1","35.9","21.1 to 35.9","2,125","555","400","710","400 to 710","26.1","18.8","33.4","18.8 to 33.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,736","$37,340","$46,132","$37,340 to $46,132"
"2017","48","48353","Nolan County (TX)","14,420","2,778","2,209","3,347","2,209 to 3,347","19.3","15.4","23.2","15.4 to 23.2","3,832","1,125","861","1,389","861 to 1,389","29.4","22.5","36.3","22.5 to 36.3","2,783","760","562","958","562 to 958","27.3","20.2","34.4","20.2 to 34.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,662","$38,616","$46,708","$38,616 to $46,708"
"2017","48","48355","Nueces County (TX)","354,483","57,008","49,395","64,621","49,395 to 64,621","16.1","14.0","18.2","14.0 to 18.2","88,314","20,130","16,237","24,023","16,237 to 24,023","22.8","18.4","27.2","18.4 to 27.2","63,694","13,263","10,493","16,033","10,493 to 16,033","20.8","16.5","25.1","16.5 to 25.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,910","$49,711","$54,109","$49,711 to $54,109"
"2017","48","48357","Ochiltree County (TX)","10,013","1,233","957","1,509","957 to 1,509","12.3","9.5","15.1","9.5 to 15.1","3,186","594","455","733","455 to 733","18.6","14.2","23.0","14.2 to 23.0","2,311","421","318","524","318 to 524","18.2","13.7","22.7","13.7 to 22.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,962","$52,817","$65,107","$52,817 to $65,107"
"2017","48","48359","Oldham County (TX)","1,866","238","181","295","181 to 295","12.8","9.7","15.9","9.7 to 15.9","307","93","68","118","68 to 118","30.3","22.3","38.3","22.3 to 38.3","218","54","39","69","39 to 69","24.8","17.9","31.7","17.9 to 31.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,451","$50,044","$60,858","$50,044 to $60,858"
"2017","48","48361","Orange County (TX)","84,148","11,526","9,286","13,766","9,286 to 13,766","13.7","11.0","16.4","11.0 to 16.4","20,897","4,236","3,246","5,226","3,246 to 5,226","20.3","15.6","25.0","15.6 to 25.0","14,946","2,892","2,158","3,626","2,158 to 3,626","19.3","14.4","24.2","14.4 to 24.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,257","$53,241","$61,273","$53,241 to $61,273"
"2017","48","48363","Palo Pinto County (TX)","28,177","4,726","3,719","5,733","3,719 to 5,733","16.8","13.2","20.4","13.2 to 20.4","6,639","1,858","1,437","2,279","1,437 to 2,279","28.0","21.7","34.3","21.7 to 34.3","4,842","1,280","956","1,604","956 to 1,604","26.4","19.7","33.1","19.7 to 33.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,869","$42,221","$49,517","$42,221 to $49,517"
"2017","48","48365","Panola County (TX)","22,825","3,418","2,671","4,165","2,671 to 4,165","15.0","11.7","18.3","11.7 to 18.3","5,424","1,161","871","1,451","871 to 1,451","21.4","16.1","26.7","16.1 to 26.7","4,037","836","611","1,061","611 to 1,061","20.7","15.1","26.3","15.1 to 26.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,971","$46,250","$51,692","$46,250 to $51,692"
"2017","48","48367","Parker County (TX)","131,883","10,515","8,388","12,642","8,388 to 12,642","8.0","6.4","9.6","6.4 to 9.6","32,519","3,824","2,910","4,738","2,910 to 4,738","11.8","9.0","14.6","9.0 to 14.6","24,303","2,676","1,998","3,354","1,998 to 3,354","11.0","8.2","13.8","8.2 to 13.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$74,076","$69,004","$79,148","$69,004 to $79,148"
"2017","48","48369","Parmer County (TX)","9,756","1,296","999","1,593","999 to 1,593","13.3","10.3","16.3","10.3 to 16.3","2,838","522","388","656","388 to 656","18.4","13.7","23.1","13.7 to 23.1","2,010","359","255","463","255 to 463","17.9","12.7","23.1","12.7 to 23.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,189","$43,252","$53,126","$43,252 to $53,126"
"2017","48","48371","Pecos County (TX)","13,551","2,792","2,203","3,381","2,203 to 3,381","20.6","16.3","24.9","16.3 to 24.9","3,759","983","740","1,226","740 to 1,226","26.2","19.7","32.7","19.7 to 32.7","2,724","689","505","873","505 to 873","25.3","18.5","32.1","18.5 to 32.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,352","$39,693","$49,011","$39,693 to $49,011"
"2017","48","48373","Polk County (TX)","44,684","8,060","6,667","9,453","6,667 to 9,453","18.0","14.9","21.1","14.9 to 21.1","9,951","2,851","2,267","3,435","2,267 to 3,435","28.7","22.8","34.6","22.8 to 34.6","7,273","1,935","1,498","2,372","1,498 to 2,372","26.6","20.6","32.6","20.6 to 32.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,596","$40,411","$48,781","$40,411 to $48,781"
"2017","48","48375","Potter County (TX)","113,497","21,038","17,587","24,489","17,587 to 24,489","18.5","15.5","21.5","15.5 to 21.5","32,765","8,245","6,376","10,114","6,376 to 10,114","25.2","19.5","30.9","19.5 to 30.9","23,133","5,853","4,460","7,246","4,460 to 7,246","25.3","19.3","31.3","19.3 to 31.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,778","$40,568","$46,988","$40,568 to $46,988"
"2017","48","48377","Presidio County (TX)","7,148","1,672","1,331","2,013","1,331 to 2,013","23.4","18.6","28.2","18.6 to 28.2","1,904","615","455","775","455 to 775","32.3","23.9","40.7","23.9 to 40.7","1,325","474","340","608","340 to 608","35.8","25.7","45.9","25.7 to 45.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$29,761","$26,746","$32,776","$26,746 to $32,776"
"2017","48","48379","Rains County (TX)","11,676","1,984","1,591","2,377","1,591 to 2,377","17.0","13.6","20.4","13.6 to 20.4","2,259","589","447","731","447 to 731","26.1","19.8","32.4","19.8 to 32.4","1,717","404","295","513","295 to 513","23.5","17.2","29.8","17.2 to 29.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,403","$38,851","$47,955","$38,851 to $47,955"
"2017","48","48381","Randall County (TX)","131,636","11,635","9,732","13,538","9,732 to 13,538","8.8","7.4","10.2","7.4 to 10.2","31,776","3,341","2,500","4,182","2,500 to 4,182","10.5","7.9","13.1","7.9 to 13.1","23,053","2,292","1,674","2,910","1,674 to 2,910","9.9","7.2","12.6","7.2 to 12.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$63,077","$59,451","$66,703","$59,451 to $66,703"
"2017","48","48383","Reagan County (TX)","3,677","419","319","519","319 to 519","11.4","8.7","14.1","8.7 to 14.1","1,087","193","143","243","143 to 243","17.8","13.2","22.4","13.2 to 22.4","782","145","105","185","105 to 185","18.5","13.4","23.6","13.4 to 23.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,168","$52,039","$64,297","$52,039 to $64,297"
"2017","48","48385","Real County (TX)","3,346","608","466","750","466 to 750","18.2","14.0","22.4","14.0 to 22.4","569","208","157","259","157 to 259","36.6","27.6","45.6","27.6 to 45.6","411","152","110","194","110 to 194","37.0","26.7","47.3","26.7 to 47.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,146","$32,166","$40,126","$32,166 to $40,126"
"2017","48","48387","Red River County (TX)","12,020","2,345","1,862","2,828","1,862 to 2,828","19.5","15.5","23.5","15.5 to 23.5","2,401","671","506","836","506 to 836","27.9","21.0","34.8","21.0 to 34.8","1,757","466","338","594","338 to 594","26.5","19.2","33.8","19.2 to 33.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,643","$32,016","$39,270","$32,016 to $39,270"
"2017","48","48389","Reeves County (TX)","12,133","3,051","2,343","3,759","2,343 to 3,759","25.1","19.3","30.9","19.3 to 30.9","3,408","955","715","1,195","715 to 1,195","28.0","21.0","35.0","21.0 to 35.0","2,388","667","487","847","487 to 847","27.9","20.4","35.4","20.4 to 35.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,694","$36,214","$45,174","$36,214 to $45,174"
"2017","48","48391","Refugio County (TX)","7,079","1,198","926","1,470","926 to 1,470","16.9","13.1","20.7","13.1 to 20.7","1,678","443","335","551","335 to 551","26.4","20.0","32.8","20.0 to 32.8","1,228","317","234","400","234 to 400","25.8","19.0","32.6","19.0 to 32.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,898","$38,230","$47,566","$38,230 to $47,566"
"2017","48","48393","Roberts County (TX)","932","65","49","81","49 to 81","7.0","5.3","8.7","5.3 to 8.7","237","18","13","23","13 to 23","7.6","5.7","9.5","5.7 to 9.5","181","13","9","17","9 to 17","7.2","5.2","9.2","5.2 to 9.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$67,688","$60,960","$74,416","$60,960 to $74,416"
"2017","48","48395","Robertson County (TX)","16,986","2,952","2,303","3,601","2,303 to 3,601","17.4","13.6","21.2","13.6 to 21.2","4,137","1,094","818","1,370","818 to 1,370","26.4","19.7","33.1","19.7 to 33.1","3,005","760","553","967","553 to 967","25.3","18.4","32.2","18.4 to 32.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,355","$40,232","$48,478","$40,232 to $48,478"
"2017","48","48397","Rockwall County (TX)","95,800","5,039","3,962","6,116","3,962 to 6,116","5.3","4.2","6.4","4.2 to 6.4","26,146","1,786","1,366","2,206","1,366 to 2,206","6.8","5.2","8.4","5.2 to 8.4","20,090","1,259","937","1,581","937 to 1,581","6.3","4.7","7.9","4.7 to 7.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$98,442","$91,068","$105,816","$91,068 to $105,816"
"2017","48","48399","Runnels County (TX)","10,068","1,742","1,337","2,147","1,337 to 2,147","17.3","13.3","21.3","13.3 to 21.3","2,366","618","461","775","461 to 775","26.1","19.4","32.8","19.4 to 32.8","1,821","433","313","553","313 to 553","23.8","17.2","30.4","17.2 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,830","$37,590","$46,070","$37,590 to $46,070"
"2017","48","48401","Rusk County (TX)","47,948","7,293","5,691","8,895","5,691 to 8,895","15.2","11.9","18.5","11.9 to 18.5","12,064","2,605","1,950","3,260","1,950 to 3,260","21.6","16.2","27.0","16.2 to 27.0","8,949","1,790","1,296","2,284","1,296 to 2,284","20.0","14.5","25.5","14.5 to 25.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,872","$45,994","$53,750","$45,994 to $53,750"
"2017","48","48403","Sabine County (TX)","10,353","2,093","1,697","2,489","1,697 to 2,489","20.2","16.4","24.0","16.4 to 24.0","1,965","609","465","753","465 to 753","31.0","23.7","38.3","23.7 to 38.3","1,464","416","305","527","305 to 527","28.4","20.8","36.0","20.8 to 36.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,770","$33,761","$41,779","$33,761 to $41,779"
"2017","48","48405","San Augustine County (TX)","8,048","1,735","1,324","2,146","1,324 to 2,146","21.6","16.5","26.7","16.5 to 26.7","1,601","559","415","703","415 to 703","34.9","25.9","43.9","25.9 to 43.9","1,185","402","291","513","291 to 513","33.9","24.5","43.3","24.5 to 43.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,133","$35,309","$42,957","$35,309 to $42,957"
"2017","48","48407","San Jacinto County (TX)","28,061","5,094","3,950","6,238","3,950 to 6,238","18.2","14.1","22.3","14.1 to 22.3","6,056","1,718","1,289","2,147","1,289 to 2,147","28.4","21.3","35.5","21.3 to 35.5","4,494","1,206","884","1,528","884 to 1,528","26.8","19.6","34.0","19.6 to 34.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,707","$40,179","$49,235","$40,179 to $49,235"
"2017","48","48409","San Patricio County (TX)","66,472","12,613","10,856","14,370","10,856 to 14,370","19.0","16.4","21.6","16.4 to 21.6","17,962","4,826","3,969","5,683","3,969 to 5,683","26.9","22.1","31.7","22.1 to 31.7","12,981","3,159","2,417","3,901","2,417 to 3,901","24.3","18.6","30.0","18.6 to 30.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,752","$47,273","$54,231","$47,273 to $54,231"
"2017","48","48411","San Saba County (TX)","5,330","913","700","1,126","700 to 1,126","17.1","13.1","21.1","13.1 to 21.1","1,170","308","229","387","229 to 387","26.3","19.5","33.1","19.5 to 33.1","830","213","154","272","154 to 272","25.7","18.6","32.8","18.6 to 32.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,112","$38,345","$47,879","$38,345 to $47,879"
"2017","48","48413","Schleicher County (TX)","2,986","485","371","599","371 to 599","16.2","12.4","20.0","12.4 to 20.0","785","196","145","247","145 to 247","25.0","18.5","31.5","18.5 to 31.5","622","135","97","173","97 to 173","21.7","15.6","27.8","15.6 to 27.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,821","$40,703","$50,939","$40,703 to $50,939"
"2017","48","48415","Scurry County (TX)","15,359","2,649","2,086","3,212","2,086 to 3,212","17.2","13.5","20.9","13.5 to 20.9","4,281","1,041","803","1,279","803 to 1,279","24.3","18.7","29.9","18.7 to 29.9","3,098","733","555","911","555 to 911","23.7","17.9","29.5","17.9 to 29.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,772","$46,322","$57,222","$46,322 to $57,222"
"2017","48","48417","Shackelford County (TX)","3,310","469","360","578","360 to 578","14.2","10.9","17.5","10.9 to 17.5","778","168","125","211","125 to 211","21.6","16.1","27.1","16.1 to 27.1","588","116","84","148","84 to 148","19.7","14.2","25.2","14.2 to 25.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$61,155","$54,267","$68,043","$54,267 to $68,043"
"2017","48","48419","Shelby County (TX)","25,257","5,247","4,252","6,242","4,252 to 6,242","20.8","16.9","24.7","16.9 to 24.7","6,660","2,197","1,769","2,625","1,769 to 2,625","33.0","26.6","39.4","26.6 to 39.4","4,809","1,473","1,144","1,802","1,144 to 1,802","30.6","23.8","37.4","23.8 to 37.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,745","$36,400","$43,090","$36,400 to $43,090"
"2017","48","48421","Sherman County (TX)","3,028","378","294","462","294 to 462","12.5","9.7","15.3","9.7 to 15.3","855","140","107","173","107 to 173","16.4","12.6","20.2","12.6 to 20.2","651","96","72","120","72 to 120","14.7","11.0","18.4","11.0 to 18.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,349","$43,993","$54,705","$43,993 to $54,705"
"2017","48","48423","Smith County (TX)","222,543","34,767","30,039","39,495","30,039 to 39,495","15.6","13.5","17.7","13.5 to 17.7","55,339","11,091","8,987","13,195","8,987 to 13,195","20.0","16.2","23.8","16.2 to 23.8","39,726","7,429","5,832","9,026","5,832 to 9,026","18.7","14.7","22.7","14.7 to 22.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,044","$50,482","$57,606","$50,482 to $57,606"
"2017","48","48425","Somervell County (TX)","8,653","901","705","1,097","705 to 1,097","10.4","8.1","12.7","8.1 to 12.7","1,962","326","251","401","251 to 401","16.6","12.8","20.4","12.8 to 20.4","1,497","226","166","286","166 to 286","15.1","11.1","19.1","11.1 to 19.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$62,803","$56,369","$69,237","$56,369 to $69,237"
"2017","48","48427","Starr County (TX)","63,579","20,344","17,428","23,260","17,428 to 23,260","32.0","27.4","36.6","27.4 to 36.6","21,261","8,554","6,897","10,211","6,897 to 10,211","40.2","32.4","48.0","32.4 to 48.0","14,857","5,771","4,458","7,084","4,458 to 7,084","38.8","30.0","47.6","30.0 to 47.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$28,377","$26,011","$30,743","$26,011 to $30,743"
"2017","48","48429","Stephens County (TX)","8,624","1,682","1,302","2,062","1,302 to 2,062","19.5","15.1","23.9","15.1 to 23.9","2,008","604","451","757","451 to 757","30.1","22.5","37.7","22.5 to 37.7","1,496","421","306","536","306 to 536","28.1","20.4","35.8","20.4 to 35.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,977","$37,979","$45,975","$37,979 to $45,975"
"2017","48","48431","Sterling County (TX)","1,257","153","117","189","117 to 189","12.2","9.3","15.1","9.3 to 15.1","355","63","47","79","47 to 79","17.7","13.1","22.3","13.1 to 22.3","268","45","32","58","32 to 58","16.8","12.1","21.5","12.1 to 21.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,690","$49,553","$61,827","$49,553 to $61,827"
"2017","48","48433","Stonewall County (TX)","1,358","208","161","255","161 to 255","15.3","11.8","18.8","11.8 to 18.8","301","61","45","77","45 to 77","20.3","15.1","25.5","15.1 to 25.5","214","43","31","55","31 to 55","20.1","14.5","25.7","14.5 to 25.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,702","$38,801","$48,603","$38,801 to $48,603"
"2017","48","48435","Sutton County (TX)","3,751","535","404","666","404 to 666","14.3","10.8","17.8","10.8 to 17.8","912","215","160","270","160 to 270","23.6","17.5","29.7","17.5 to 29.7","657","154","111","197","111 to 197","23.4","16.9","29.9","16.9 to 29.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,986","$52,943","$63,029","$52,943 to $63,029"
"2017","48","48437","Swisher County (TX)","6,871","1,367","1,046","1,688","1,046 to 1,688","19.9","15.2","24.6","15.2 to 24.6","1,904","563","420","706","420 to 706","29.6","22.1","37.1","22.1 to 37.1","1,415","397","289","505","289 to 505","28.1","20.5","35.7","20.5 to 35.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,264","$37,332","$45,196","$37,332 to $45,196"
"2017","48","48439","Tarrant County (TX)","2,025,806","234,362","216,667","252,057","216,667 to 252,057","11.6","10.7","12.5","10.7 to 12.5","540,123","92,592","83,763","101,421","83,763 to 101,421","17.1","15.5","18.7","15.5 to 18.7","394,619","62,948","55,841","70,055","55,841 to 70,055","16.0","14.2","17.8","14.2 to 17.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$65,021","$63,440","$66,602","$63,440 to $66,602"
"2017","48","48441","Taylor County (TX)","131,767","20,000","16,941","23,059","16,941 to 23,059","15.2","12.9","17.5","12.9 to 17.5","33,208","6,899","5,417","8,381","5,417 to 8,381","20.8","16.3","25.3","16.3 to 25.3","23,329","4,758","3,679","5,837","3,679 to 5,837","20.4","15.8","25.0","15.8 to 25.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,338","$46,894","$53,782","$46,894 to $53,782"
"2017","48","48443","Terrell County (TX)","809","156","119","193","119 to 193","19.3","14.7","23.9","14.7 to 23.9","176","41","30","52","30 to 52","23.3","17.2","29.4","17.2 to 29.4","131","28","20","36","20 to 36","21.4","15.4","27.4","15.4 to 27.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,033","$34,709","$43,357","$34,709 to $43,357"
"2017","48","48445","Terry County (TX)","11,536","2,475","1,886","3,064","1,886 to 3,064","21.5","16.4","26.6","16.4 to 26.6","3,455","1,045","778","1,312","778 to 1,312","30.2","22.5","37.9","22.5 to 37.9","2,497","711","516","906","516 to 906","28.5","20.7","36.3","20.7 to 36.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,899","$36,560","$45,238","$36,560 to $45,238"
"2017","48","48447","Throckmorton County (TX)","1,525","235","183","287","183 to 287","15.4","12.0","18.8","12.0 to 18.8","317","86","65","107","65 to 107","27.1","20.3","33.9","20.3 to 33.9","236","59","43","75","43 to 75","25.0","18.1","31.9","18.1 to 31.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,162","$35,315","$41,009","$35,315 to $41,009"
"2017","48","48449","Titus County (TX)","32,285","5,256","4,072","6,440","4,072 to 6,440","16.3","12.6","20.0","12.6 to 20.0","9,427","2,339","1,776","2,902","1,776 to 2,902","24.8","18.8","30.8","18.8 to 30.8","6,949","1,626","1,206","2,046","1,206 to 2,046","23.4","17.3","29.5","17.3 to 29.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,097","$43,255","$50,939","$43,255 to $50,939"
"2017","48","48451","Tom Green County (TX)","112,959","15,211","12,012","18,410","12,012 to 18,410","13.5","10.7","16.3","10.7 to 16.3","27,642","5,504","4,157","6,851","4,157 to 6,851","19.9","15.0","24.8","15.0 to 24.8","19,618","3,854","2,837","4,871","2,837 to 4,871","19.6","14.4","24.8","14.4 to 24.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,462","$45,463","$53,461","$45,463 to $53,461"
"2017","48","48453","Travis County (TX)","1,204,389","139,071","127,396","150,746","127,396 to 150,746","11.5","10.5","12.5","10.5 to 12.5","268,136","39,390","33,431","45,349","33,431 to 45,349","14.7","12.5","16.9","12.5 to 16.9","189,269","26,974","22,803","31,145","22,803 to 31,145","14.3","12.1","16.5","12.1 to 16.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$72,785","$70,889","$74,681","$70,889 to $74,681"
"2017","48","48455","Trinity County (TX)","14,506","3,046","2,442","3,650","2,442 to 3,650","21.0","16.8","25.2","16.8 to 25.2","2,922","1,022","796","1,248","796 to 1,248","35.0","27.3","42.7","27.3 to 42.7","2,140","734","566","902","566 to 902","34.3","26.5","42.1","26.5 to 42.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,741","$31,784","$37,698","$31,784 to $37,698"
"2017","48","48457","Tyler County (TX)","19,498","3,813","3,046","4,580","3,046 to 4,580","19.6","15.7","23.5","15.7 to 23.5","4,069","1,088","852","1,324","852 to 1,324","26.7","20.9","32.5","20.9 to 32.5","2,969","754","579","929","579 to 929","25.4","19.5","31.3","19.5 to 31.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,394","$38,900","$47,888","$38,900 to $47,888"
"2017","48","48459","Upshur County (TX)","40,650","6,651","5,351","7,951","5,351 to 7,951","16.4","13.2","19.6","13.2 to 19.6","9,692","2,300","1,793","2,807","1,793 to 2,807","23.7","18.5","28.9","18.5 to 28.9","7,260","1,544","1,162","1,926","1,162 to 1,926","21.3","16.0","26.6","16.0 to 26.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,517","$43,055","$51,979","$43,055 to $51,979"
"2017","48","48461","Upton County (TX)","3,596","505","382","628","382 to 628","14.0","10.6","17.4","10.6 to 17.4","1,062","224","167","281","167 to 281","21.1","15.7","26.5","15.7 to 26.5","753","156","113","199","113 to 199","20.7","15.0","26.4","15.0 to 26.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,448","$51,283","$61,613","$51,283 to $61,613"
"2017","48","48463","Uvalde County (TX)","26,492","5,423","4,136","6,710","4,136 to 6,710","20.5","15.6","25.4","15.6 to 25.4","7,335","2,451","1,812","3,090","1,812 to 3,090","33.4","24.7","42.1","24.7 to 42.1","5,283","1,734","1,247","2,221","1,247 to 2,221","32.8","23.6","42.0","23.6 to 42.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,610","$35,941","$43,279","$35,941 to $43,279"
"2017","48","48465","Val Verde County (TX)","47,264","10,123","8,027","12,219","8,027 to 12,219","21.4","17.0","25.8","17.0 to 25.8","13,881","4,241","3,245","5,237","3,245 to 5,237","30.6","23.4","37.8","23.4 to 37.8","9,616","2,945","2,168","3,722","2,168 to 3,722","30.6","22.5","38.7","22.5 to 38.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,441","$38,025","$44,857","$38,025 to $44,857"
"2017","48","48467","Van Zandt County (TX)","54,391","7,118","5,609","8,627","5,609 to 8,627","13.1","10.3","15.9","10.3 to 15.9","12,516","2,369","1,743","2,995","1,743 to 2,995","18.9","13.9","23.9","13.9 to 23.9","9,330","1,643","1,159","2,127","1,159 to 2,127","17.6","12.4","22.8","12.4 to 22.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,308","$46,290","$54,326","$46,290 to $54,326"
"2017","48","48469","Victoria County (TX)","90,206","14,191","11,758","16,624","11,758 to 16,624","15.7","13.0","18.4","13.0 to 18.4","23,127","5,376","4,140","6,612","4,140 to 6,612","23.2","17.9","28.5","17.9 to 28.5","16,673","3,663","2,722","4,604","2,722 to 4,604","22.0","16.4","27.6","16.4 to 27.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,161","$48,463","$55,859","$48,463 to $55,859"
